time,demand
13-01-2019 23:00:00,"2,571.894"
13-01-2019 00:00:00,"2,350.873"
14-01-2019 01:00:00,"2,107.301"
14-01-2019 02:00:00,"1,874.585"
14-01-2019 03:00:00,"1,727.049"
14-01-2019 04:00:00,"1,620.000"
14-01-2019 05:00:00,"1,699.345"
14-01-2019 06:00:00,"1,890.254"
14-01-2019 07:00:00,"1,994.960"
14-01-2019 08:00:00,"2,134.149"
14-01-2019 09:00:00,"2,401.224"
14-01-2019 10:00:00,"2,600.977"
14-01-2019 11:00:00,"2,770.570"
14-01-2019 12:00:00,"2,917.744"
14-01-2019 13:00:00,"3,046.738"
14-01-2019 14:00:00,"3,070.000"
14-01-2019 15:00:00,"3,110.392"
14-01-2019 16:00:00,"3,101.013"
14-01-2019 17:00:00,"3,122.427"
14-01-2019 18:00:00,"3,235.000"
14-01-2019 19:00:00,"3,071.811"
14-01-2019 20:00:00,"2,928.643"
14-01-2019 21:00:00,"2,837.591"
14-01-2019 22:00:00,"2,738.499"
14-01-2019 23:00:00,"2,591.235"
14-01-2019 00:00:00,"2,403.241"
15-01-2019 01:00:00,"2,152.711"
15-01-2019 02:00:00,"1,912.639"
15-01-2019 03:00:00,"1,755.800"
15-01-2019 04:00:00,"1,630.000"
15-01-2019 05:00:00,"1,690.776"
15-01-2019 06:00:00,"1,890.975"
15-01-2019 07:00:00,"1,982.569"
15-01-2019 08:00:00,"2,104.494"
15-01-2019 09:00:00,"2,286.499"
15-01-2019 10:00:00,"2,424.505"
15-01-2019 11:00:00,"2,530.805"
15-01-2019 12:00:00,"2,617.963"
15-01-2019 13:00:00,"2,660.000"
15-01-2019 14:00:00,"2,632.756"
15-01-2019 15:00:00,"2,654.457"
15-01-2019 16:00:00,"2,678.368"
15-01-2019 17:00:00,"2,767.967"
15-01-2019 18:00:00,"3,110.000"
15-01-2019 19:00:00,"3,036.245"
15-01-2019 20:00:00,"2,856.307"
15-01-2019 21:00:00,"2,797.418"
15-01-2019 22:00:00,"2,716.531"
15-01-2019 23:00:00,"2,583.353"
15-01-2019 00:00:00,"2,372.706"
16-01-2019 01:00:00,"2,118.433"
16-01-2019 02:00:00,"1,902.626"
16-01-2019 03:00:00,"1,742.002"
16-01-2019 04:00:00,"1,600.000"
16-01-2019 05:00:00,"1,663.967"
16-01-2019 06:00:00,"1,840.489"
16-01-2019 07:00:00,"1,944.249"
16-01-2019 08:00:00,"2,058.914"
16-01-2019 09:00:00,"2,315.194"
16-01-2019 10:00:00,"2,532.345"
16-01-2019 11:00:00,"2,609.950"
16-01-2019 12:00:00,"2,730.485"
16-01-2019 13:00:00,"2,795.029"
16-01-2019 14:00:00,"2,850.000"
16-01-2019 15:00:00,"2,924.698"
16-01-2019 16:00:00,"2,986.318"
16-01-2019 17:00:00,"3,041.038"
16-01-2019 18:00:00,"3,210.000"
16-01-2019 19:00:00,"3,012.284"
16-01-2019 20:00:00,"2,886.319"
16-01-2019 21:00:00,"2,795.515"
16-01-2019 22:00:00,"2,654.223"
16-01-2019 23:00:00,"2,514.887"
16-01-2019 00:00:00,"2,316.588"
17-01-2019 01:00:00,"2,088.860"
17-01-2019 02:00:00,"1,854.835"
17-01-2019 03:00:00,"1,701.127"
17-01-2019 04:00:00,"1,580.000"
17-01-2019 05:00:00,"1,637.963"
17-01-2019 06:00:00,"1,773.565"
17-01-2019 07:00:00,"1,749.759"
17-01-2019 08:00:00,"1,725.310"
17-01-2019 09:00:00,"1,880.966"
17-01-2019 10:00:00,"2,136.589"
17-01-2019 11:00:00,"2,442.733"
17-01-2019 12:00:00,"2,713.994"
17-01-2019 13:00:00,"2,854.380"
17-01-2019 14:00:00,"2,870.000"
17-01-2019 15:00:00,"2,866.249"
17-01-2019 16:00:00,"2,844.210"
17-01-2019 17:00:00,"2,886.328"
17-01-2019 18:00:00,"3,110.000"
17-01-2019 19:00:00,"2,954.393"
17-01-2019 20:00:00,"2,799.000"
17-01-2019 21:00:00,"2,709.956"
17-01-2019 22:00:00,"2,627.027"
17-01-2019 23:00:00,"2,517.117"
17-01-2019 00:00:00,"2,363.952"
18-01-2019 01:00:00,"2,134.832"
18-01-2019 02:00:00,"1,902.502"
18-01-2019 03:00:00,"1,730.112"
18-01-2019 04:00:00,"1,622.738"
18-01-2019 05:00:00,"1,570.000"
18-01-2019 06:00:00,"1,733.973"
18-01-2019 07:00:00,"1,684.323"
18-01-2019 08:00:00,"1,609.901"
18-01-2019 09:00:00,"1,728.493"
18-01-2019 10:00:00,"2,013.631"
18-01-2019 11:00:00,"2,403.230"
18-01-2019 12:00:00,"2,780.000"
18-01-2019 13:00:00,"2,717.213"
18-01-2019 14:00:00,"2,634.163"
18-01-2019 15:00:00,"2,568.276"
18-01-2019 16:00:00,"2,565.784"
18-01-2019 17:00:00,"2,580.006"
18-01-2019 18:00:00,"2,860.000"
18-01-2019 19:00:00,"2,773.914"
18-01-2019 20:00:00,"2,639.997"
18-01-2019 21:00:00,"2,592.032"
18-01-2019 22:00:00,"2,571.612"
18-01-2019 23:00:00,"2,486.677"
18-01-2019 00:00:00,"2,328.424"
19-01-2019 01:00:00,"2,112.776"
19-01-2019 02:00:00,"1,877.656"
19-01-2019 03:00:00,"1,720.576"
19-01-2019 04:00:00,"1,570.000"
19-01-2019 05:00:00,"1,624.975"
19-01-2019 06:00:00,"1,776.492"
19-01-2019 07:00:00,"1,774.966"
19-01-2019 08:00:00,"1,814.641"
19-01-2019 09:00:00,"2,000.397"
19-01-2019 10:00:00,"2,228.043"
19-01-2019 11:00:00,"2,423.115"
19-01-2019 12:00:00,"2,569.091"
19-01-2019 13:00:00,"2,700.000"
19-01-2019 14:00:00,"2,678.043"
19-01-2019 15:00:00,"2,648.874"
19-01-2019 16:00:00,"2,692.886"
19-01-2019 17:00:00,"2,786.983"
19-01-2019 18:00:00,"3,140.000"
19-01-2019 19:00:00,"3,059.696"
19-01-2019 20:00:00,"2,921.020"
19-01-2019 21:00:00,"2,848.632"
19-01-2019 22:00:00,"2,754.469"
19-01-2019 23:00:00,"2,630.720"
19-01-2019 00:00:00,"2,409.648"
20-01-2019 01:00:00,"2,171.739"
20-01-2019 02:00:00,"1,920.614"
20-01-2019 03:00:00,"1,759.434"
20-01-2019 04:00:00,"1,620.000"
20-01-2019 05:00:00,"1,685.535"
20-01-2019 06:00:00,"1,863.115"
20-01-2019 07:00:00,"1,919.195"
20-01-2019 08:00:00,"2,044.134"
20-01-2019 09:00:00,"2,276.712"
20-01-2019 10:00:00,"2,465.808"
20-01-2019 11:00:00,"2,626.644"
20-01-2019 12:00:00,"2,777.085"
20-01-2019 13:00:00,"2,870.000"
20-01-2019 14:00:00,"2,853.694"
20-01-2019 15:00:00,"2,875.225"
20-01-2019 16:00:00,"2,877.626"
20-01-2019 17:00:00,"2,916.368"
20-01-2019 18:00:00,"3,190.000"
20-01-2019 19:00:00,"3,069.568"
20-01-2019 20:00:00,"2,913.127"
20-01-2019 21:00:00,"2,827.842"
20-01-2019 22:00:00,"2,733.695"
20-01-2019 23:00:00,"2,595.829"
20-01-2019 00:00:00,"2,396.775"
21-01-2019 01:00:00,"2,129.497"
21-01-2019 02:00:00,"1,906.142"
21-01-2019 03:00:00,"1,744.620"
21-01-2019 04:00:00,"1,630.000"
21-01-2019 05:00:00,"1,681.904"
21-01-2019 06:00:00,"1,861.757"
21-01-2019 07:00:00,"1,907.047"
21-01-2019 08:00:00,"2,002.935"
21-01-2019 09:00:00,"2,204.988"
21-01-2019 10:00:00,"2,323.278"
21-01-2019 11:00:00,"2,441.531"
21-01-2019 12:00:00,"2,509.884"
21-01-2019 13:00:00,"2,570.000"
21-01-2019 14:00:00,"2,500.906"
21-01-2019 15:00:00,"2,520.998"
21-01-2019 16:00:00,"2,551.292"
21-01-2019 17:00:00,"2,646.136"
21-01-2019 18:00:00,"3,050.000"
21-01-2019 19:00:00,"2,940.862"
21-01-2019 20:00:00,"2,794.370"
21-01-2019 21:00:00,"2,742.103"
21-01-2019 22:00:00,"2,666.650"
21-01-2019 23:00:00,"2,537.609"
21-01-2019 00:00:00,"2,346.022"
22-01-2019 01:00:00,"2,113.510"
22-01-2019 02:00:00,"1,880.171"
22-01-2019 03:00:00,"1,725.554"
22-01-2019 04:00:00,"1,590.000"
22-01-2019 05:00:00,"1,644.804"
22-01-2019 06:00:00,"1,828.869"
22-01-2019 07:00:00,"1,880.693"
22-01-2019 08:00:00,"1,988.538"
22-01-2019 09:00:00,"2,140.507"
22-01-2019 10:00:00,"2,250.828"
22-01-2019 11:00:00,"2,368.086"
22-01-2019 12:00:00,"2,439.048"
22-01-2019 13:00:00,"2,480.000"
22-01-2019 14:00:00,"2,445.671"
22-01-2019 15:00:00,"2,464.439"
22-01-2019 16:00:00,"2,504.436"
22-01-2019 17:00:00,"2,597.513"
22-01-2019 18:00:00,"2,980.000"
22-01-2019 19:00:00,"2,933.706"
22-01-2019 20:00:00,"2,810.499"
22-01-2019 21:00:00,"2,725.364"
22-01-2019 22:00:00,"2,661.711"
22-01-2019 23:00:00,"2,532.581"
22-01-2019 00:00:00,"2,333.709"
23-01-2019 01:00:00,"2,112.402"
23-01-2019 02:00:00,"1,871.350"
23-01-2019 03:00:00,"1,720.631"
23-01-2019 04:00:00,"1,610.000"
23-01-2019 05:00:00,"1,660.507"
23-01-2019 06:00:00,"1,830.357"
23-01-2019 07:00:00,"1,876.935"
23-01-2019 08:00:00,"1,974.504"
23-01-2019 09:00:00,"2,152.083"
23-01-2019 10:00:00,"2,263.097"
23-01-2019 11:00:00,"2,358.926"
23-01-2019 12:00:00,"2,429.777"
23-01-2019 13:00:00,"2,480.000"
23-01-2019 14:00:00,"2,461.189"
23-01-2019 15:00:00,"2,501.440"
23-01-2019 16:00:00,"2,568.166"
23-01-2019 17:00:00,"2,645.685"
23-01-2019 18:00:00,"3,020.000"
23-01-2019 19:00:00,"2,964.992"
23-01-2019 20:00:00,"2,833.482"
23-01-2019 21:00:00,"2,751.743"
23-01-2019 22:00:00,"2,682.506"
23-01-2019 23:00:00,"2,538.778"
23-01-2019 00:00:00,"2,338.685"
24-01-2019 01:00:00,"2,065.270"
24-01-2019 02:00:00,"1,860.253"
24-01-2019 03:00:00,"1,714.702"
24-01-2019 04:00:00,"1,590.000"
24-01-2019 05:00:00,"1,630.036"
24-01-2019 06:00:00,"1,783.677"
24-01-2019 07:00:00,"1,823.432"
24-01-2019 08:00:00,"1,912.229"
24-01-2019 09:00:00,"2,087.927"
24-01-2019 10:00:00,"2,191.104"
24-01-2019 11:00:00,"2,298.786"
24-01-2019 12:00:00,"2,385.054"
24-01-2019 13:00:00,"2,407.915"
24-01-2019 14:00:00,"2,460.000"
24-01-2019 15:00:00,"2,445.937"
24-01-2019 16:00:00,"2,438.765"
24-01-2019 17:00:00,"2,517.424"
24-01-2019 18:00:00,"2,870.000"
24-01-2019 19:00:00,"2,808.206"
24-01-2019 20:00:00,"2,636.814"
24-01-2019 21:00:00,"2,557.471"
24-01-2019 22:00:00,"2,490.759"
24-01-2019 23:00:00,"2,406.434"
24-01-2019 00:00:00,"2,258.877"
25-01-2019 01:00:00,"2,061.288"
25-01-2019 02:00:00,"1,868.537"
25-01-2019 03:00:00,"1,688.884"
25-01-2019 04:00:00,"1,581.783"
25-01-2019 05:00:00,"1,575.629"
25-01-2019 06:00:00,"1,678.805"
25-01-2019 07:00:00,"1,613.150"
25-01-2019 08:00:00,"1,520.000"
25-01-2019 09:00:00,"1,596.066"
25-01-2019 10:00:00,"1,770.701"
25-01-2019 11:00:00,"1,994.315"
25-01-2019 12:00:00,"2,230.000"
25-01-2019 13:00:00,"2,152.776"
25-01-2019 14:00:00,"2,019.767"
25-01-2019 15:00:00,"1,971.932"
25-01-2019 16:00:00,"1,998.799"
25-01-2019 17:00:00,"2,101.488"
25-01-2019 18:00:00,"2,570.000"
25-01-2019 19:00:00,"2,530.290"
25-01-2019 20:00:00,"2,447.705"
25-01-2019 21:00:00,"2,406.543"
25-01-2019 22:00:00,"2,391.892"
25-01-2019 23:00:00,"2,308.903"
25-01-2019 00:00:00,"2,158.531"
26-01-2019 01:00:00,"1,963.331"
26-01-2019 02:00:00,"1,760.584"
26-01-2019 03:00:00,"1,612.514"
26-01-2019 04:00:00,"1,537.790"
26-01-2019 05:00:00,"1,500.000"
26-01-2019 06:00:00,"1,663.291"
26-01-2019 07:00:00,"1,663.918"
26-01-2019 08:00:00,"1,712.001"
26-01-2019 09:00:00,"1,887.219"
26-01-2019 10:00:00,"2,047.212"
26-01-2019 11:00:00,"2,178.912"
26-01-2019 12:00:00,"2,262.759"
26-01-2019 13:00:00,"2,310.000"
26-01-2019 14:00:00,"2,268.047"
26-01-2019 15:00:00,"2,292.072"
26-01-2019 16:00:00,"2,321.143"
26-01-2019 17:00:00,"2,371.010"
26-01-2019 18:00:00,"2,800.000"
26-01-2019 19:00:00,"2,740.599"
26-01-2019 20:00:00,"2,608.772"
26-01-2019 21:00:00,"2,560.412"
26-01-2019 22:00:00,"2,498.499"
26-01-2019 23:00:00,"2,376.239"
26-01-2019 00:00:00,"2,200.160"
27-01-2019 01:00:00,"1,964.444"
27-01-2019 02:00:00,"1,760.700"
27-01-2019 03:00:00,"1,619.924"
27-01-2019 04:00:00,"1,510.000"
27-01-2019 05:00:00,"1,563.551"
27-01-2019 06:00:00,"1,709.017"
27-01-2019 07:00:00,"1,767.351"
27-01-2019 08:00:00,"1,871.380"
27-01-2019 09:00:00,"2,036.984"
27-01-2019 10:00:00,"2,116.535"
27-01-2019 11:00:00,"2,195.785"
27-01-2019 12:00:00,"2,270.915"
27-01-2019 13:00:00,"2,314.711"
27-01-2019 14:00:00,"2,410.000"
27-01-2019 15:00:00,"2,482.491"
27-01-2019 16:00:00,"2,521.706"
27-01-2019 17:00:00,"2,551.623"
27-01-2019 18:00:00,"2,900.000"
27-01-2019 19:00:00,"2,801.896"
27-01-2019 20:00:00,"2,669.685"
27-01-2019 21:00:00,"2,590.889"
27-01-2019 22:00:00,"2,512.920"
27-01-2019 23:00:00,"2,375.851"
27-01-2019 00:00:00,"2,191.052"
28-01-2019 01:00:00,"1,979.677"
28-01-2019 02:00:00,"1,766.709"
28-01-2019 03:00:00,"1,637.945"
28-01-2019 04:00:00,"1,530.000"
28-01-2019 05:00:00,"1,585.335"
28-01-2019 06:00:00,"1,741.474"
28-01-2019 07:00:00,"1,785.634"
28-01-2019 08:00:00,"1,884.283"
28-01-2019 09:00:00,"2,094.402"
28-01-2019 10:00:00,"2,289.691"
28-01-2019 11:00:00,"2,503.457"
28-01-2019 12:00:00,"2,693.665"
28-01-2019 13:00:00,"2,819.308"
28-01-2019 14:00:00,"2,950.000"
28-01-2019 15:00:00,"2,938.860"
28-01-2019 16:00:00,"2,966.400"
28-01-2019 17:00:00,"2,947.870"
28-01-2019 18:00:00,"3,090.000"
